source_id,Energy,Lz,Lperp
1382510428820037504,-134544.0,-1284.0,2018.0
1341921888361473536,-134465.0,-1239.0,711.0
5638928606644888448,-133485.0,-1130.0,1711.0
4452077135267110912,-133261.0,-1722.0,1015.0
6471410229148825088,-133202.0,-1789.0,821.0
955499832449893760,-132819.0,-1582.0,2086.0
5915237424902489472,-132428.0,-1484.0,1451.0
3259158764894232192,-131985.0,-1757.0,1229.0
878974785229882880,-130491.0,-1189.0,1861.0
3677686044939929728,-129326.0,-1496.0,1726.0
6226432338334643200,-129236.0,-1676.0,1031.0
6074155372371540864,-129232.0,-1487.0,1386.0
5159248345273291008,-128879.0,-1451.0,1574.0
593827920716707584,-128004.0,-1586.0,421.0
648476397396238976,-127894.0,-1537.0,363.0
1728545670296849024,-127752.0,-1362.0,1286.0
1341900821545104512,-127486.0,-1476.0,1493.0
3801762663667379968,-126745.0,-1809.0,1806.0
4818854972838127360,-125882.0,-1252.0,865.0
5859367803136503296,-125847.0,-2182.0,1220.0
6428374141448297856,-125739.0,-1869.0,670.0
5396791097947903232,-125181.0,-1963.0,661.0
1324979273170743808,-125006.0,-1878.0,1790.0
5808958149914592768,-124870.0,-1624.0,1510.0
1196253502675947008,-124604.0,-1663.0,1645.0
6880202570683777152,-124572.0,-1914.0,1056.0
6046098618769654656,-124445.0,-1375.0,854.0
4406911053023068416,-123420.0,-1446.0,1446.0
2301463413882932992,-122939.0,-1734.0,375.0
1118881350461741184,-122793.0,-1609.0,1527.0
2287989521655965440,-122516.0,-1719.0,1493.0
5196201247457819008,-121844.0,-1763.0,845.0
1420324970160999936,-121433.0,-1512.0,1375.0
746155361140722048,-121379.0,-1803.0,1029.0
6267778682822374144,-118780.0,-1691.0,943.0
