source_id,Energy,Lz,Lperp
3134637148905625856,-158419.0,-47.0,334.0
4339783669124010112,-158417.0,-85.0,739.0
4393158842618787584,-158367.0,-352.0,537.0
3009408031540221696,-158330.0,-353.0,469.0
166891403944921344,-158322.0,-415.0,82.0
1454485456405891712,-158286.0,-284.0,344.0
3264453291337680896,-158272.0,-134.0,307.0
1258216858411759232,-158235.0,-344.0,237.0
6865585456946470144,-158087.0,-317.0,188.0
5053482061191355392,-157946.0,-359.0,205.0
2784749768436893440,-157900.0,-6.0,490.0
6637229914196425088,-157861.0,64.0,100.0
3070747311354499712,-157843.0,-207.0,644.0
4944421983868149376,-157833.0,-205.0,109.0
5372325177527697408,-157729.0,121.0,545.0
1231010851931618688,-157635.0,-276.0,194.0
2828497068363486720,-157473.0,-382.0,214.0
5504689781754399872,-157415.0,-191.0,28.0
6694208393451278976,-157400.0,-40.0,96.0
2893478068129113344,-157393.0,-230.0,443.0
4440710654639929600,-157314.0,-102.0,135.0
5443818515938172288,-157254.0,-417.0,176.0
2957372612963836032,-157199.0,-288.0,504.0
5737810092499041920,-157065.0,-4.0,298.0
4614203904351926784,-157043.0,-404.0,417.0
6345610499608144640,-156809.0,-172.0,354.0
6087620575875917312,-156749.0,15.0,205.0
3210621167684350464,-156703.0,75.0,747.0
447017447391379456,-156652.0,89.0,482.0
1003674144146448512,-156505.0,-121.0,118.0
471158638229882240,-156477.0,-114.0,66.0
5447768820697988096,-156468.0,100.0,200.0
4996117550271675392,-156382.0,169.0,215.0
3824276233689651840,-156248.0,-53.0,870.0
4800754022147672448,-156171.0,-1.0,321.0
1524274379999174400,-156066.0,-116.0,599.0
2124473450908182656,-156047.0,-189.0,816.0
5650126887747401600,-155826.0,79.0,324.0
4864614001085586176,-155747.0,-148.0,270.0
5192375629890398208,-155732.0,-350.0,503.0
5249848343935973248,-155666.0,-148.0,805.0
2232056231280880640,-155636.0,-116.0,239.0
1806406727239715840,-155548.0,-101.0,423.0
149887353540965248,-155539.0,88.0,790.0
649257944006486016,-155497.0,43.0,404.0
1428577526482052096,-155269.0,-12.0,538.0
5101087169464377856,-155123.0,-167.0,91.0
4218985721059591808,-154931.0,-170.0,559.0
1006618563269988608,-154875.0,167.0,288.0
6318809319564888448,-154853.0,-135.0,436.0
2981943983424374272,-154808.0,142.0,356.0
5198702602052384896,-154783.0,90.0,110.0
6243942782558999296,-154751.0,-10.0,349.0
942435847605554176,-154479.0,-147.0,144.0
6182260485179407872,-154435.0,-90.0,518.0
5999338966233423232,-154379.0,-107.0,537.0
1193183528770580224,-154345.0,-252.0,210.0
1666030050481089920,-154241.0,-74.0,835.0
6637089279786058880,-154218.0,-82.0,487.0
3880428429958739456,-154215.0,259.0,467.0
3208086415424075008,-153865.0,-48.0,845.0
6634401111295802112,-153756.0,-224.0,492.0
579165001151941760,-153684.0,109.0,715.0
6890242005194233600,-153389.0,-43.0,478.0
6726078012911086336,-153378.0,139.0,816.0
780156482623646080,-153245.0,-161.0,878.0
5202099955542593664,-153241.0,116.0,423.0
4672142016741937152,-153147.0,136.0,176.0
3637236146025214464,-153092.0,-338.0,505.0
1627333047979513856,-152919.0,98.0,737.0
6763162753364786688,-152656.0,-270.0,94.0
6662189171744153216,-152645.0,23.0,659.0
3962473193054146944,-152476.0,-187.0,483.0
1543912168771411584,-152421.0,-247.0,509.0
1809140662896080256,-152409.0,-168.0,188.0
5948151477280311040,-152383.0,219.0,425.0
6728358155166173568,-152308.0,-336.0,115.0
6779964729843530752,-152258.0,163.0,94.0
483705268488402688,-152208.0,-200.0,953.0
5800912542289562368,-152008.0,-291.0,66.0
5210629176476565120,-151803.0,125.0,782.0
3275425317871415424,-151787.0,-232.0,100.0
5708983474600637824,-151768.0,-71.0,827.0
4429111567175788160,-151703.0,-102.0,369.0
4644026606770969088,-151702.0,186.0,116.0
4296775550263244544,-151591.0,202.0,442.0
4349996689042072320,-151464.0,-17.0,895.0
6353834296827478912,-151329.0,-34.0,404.0
4327588229747842176,-151050.0,-211.0,233.0
2414817603803476864,-151008.0,276.0,894.0
985801548277270272,-150986.0,70.0,890.0
6897117354482002688,-150896.0,-36.0,614.0
2344723290856329472,-150847.0,292.0,423.0
6261405329311266816,-150829.0,240.0,651.0
5763401599296742016,-150788.0,-309.0,492.0
4441434481184591744,-150760.0,-162.0,162.0
2005706884955427456,-150726.0,-260.0,154.0
3182589771568833152,-150715.0,-1.0,213.0
6454841894587413376,-150699.0,52.0,751.0
2916892305684766592,-150687.0,33.0,536.0
3069398073145364480,-150660.0,-78.0,302.0
5676597222164728704,-150601.0,-27.0,670.0
4127214776902889984,-150512.0,-297.0,406.0
5945474505744005760,-150485.0,-351.0,526.0
3413672034433091200,-150480.0,-202.0,767.0
5454520715445730944,-150371.0,147.0,360.0
5039124913232599168,-150303.0,-208.0,151.0
4929368054776557184,-150275.0,134.0,423.0
4702800691595677312,-150230.0,181.0,175.0
5171086237213874944,-150226.0,83.0,373.0
1771045849159542144,-150011.0,-95.0,260.0
6327036861995922560,-149981.0,121.0,419.0
6869034624921347840,-149811.0,-226.0,565.0
5808534906654434560,-149698.0,198.0,258.0
2883085484222123264,-149675.0,5.0,479.0
6582157163465303040,-149665.0,278.0,453.0
4654340098855198208,-149527.0,-414.0,389.0
5562366347816824064,-149525.0,23.0,639.0
6162709690968204288,-149416.0,203.0,829.0
6549795993637265152,-149393.0,125.0,263.0
4385756964700411776,-149368.0,271.0,742.0
2884776807984012160,-148862.0,226.0,484.0
5759634298798649472,-148795.0,-96.0,872.0
6546679840245318912,-148737.0,-109.0,209.0
5652311651710486656,-148482.0,238.0,366.0
2904922506704280704,-148473.0,-200.0,829.0
5996105366938238336,-148441.0,-182.0,194.0
6238435088295762048,-148435.0,-39.0,316.0
6463159287733222016,-148384.0,253.0,407.0
5721192383002003200,-148368.0,-309.0,399.0
5412702577397444352,-148234.0,192.0,142.0
4867209260843978496,-148217.0,227.0,377.0
4869005691045385472,-148083.0,-15.0,293.0
1036978866747819264,-148070.0,170.0,639.0
3308112870853841408,-147899.0,14.0,557.0
6335021000040872704,-147663.0,308.0,466.0
675464975453569664,-147663.0,283.0,377.0
2496785405379700224,-147660.0,35.0,649.0
3113593698943027840,-147430.0,44.0,1098.0
3559466486001944832,-147243.0,-234.0,348.0
1436040324216614144,-147107.0,-9.0,650.0
1481133009762718720,-147104.0,-199.0,700.0
6049667599146637952,-146967.0,114.0,89.0
3186033648144893696,-146832.0,49.0,497.0
6740838612867106560,-146688.0,77.0,358.0
3735995208145264000,-146604.0,26.0,43.0
4349248814972246528,-146356.0,304.0,634.0
3054595141948203520,-146282.0,-373.0,1034.0
4874812486829661312,-146164.0,260.0,362.0
2939400064621161856,-146045.0,249.0,406.0
4417337206391268480,-145848.0,-44.0,279.0
1287947790267071488,-145822.0,-117.0,93.0
1678097740351788800,-145738.0,303.0,706.0
5255833982171372160,-145689.0,105.0,892.0
5899341269897641984,-145526.0,-318.0,388.0
5378134722086771840,-145402.0,237.0,221.0
2476040129225020544,-145199.0,163.0,179.0
6777158196350988416,-145115.0,-99.0,743.0
6702207061368786560,-144924.0,262.0,481.0
6108774870356339840,-144881.0,-245.0,13.0
6325254175689950208,-144862.0,205.0,208.0
6453841201566115712,-144806.0,-337.0,139.0
6618793195843392640,-144786.0,26.0,120.0
3703420045869068672,-144715.0,-12.0,90.0
926760213407334656,-144636.0,274.0,50.0
3191969361667754624,-144401.0,374.0,488.0
3626569264033312896,-144241.0,60.0,350.0
2144363100859343872,-144135.0,-308.0,240.0
5870910716749583104,-144060.0,138.0,829.0
3215822407438209920,-143715.0,94.0,155.0
6324818425488049664,-143622.0,239.0,524.0
2910611895263048064,-143507.0,366.0,480.0
4679367079447026176,-143501.0,353.0,568.0
3039128895992902784,-143113.0,-4.0,457.0
5297935622407099904,-143070.0,74.0,198.0
253596451374628736,-143049.0,-71.0,475.0
6073960964973238528,-142897.0,291.0,269.0
6914543509975561984,-142830.0,209.0,595.0
703542447977629184,-142554.0,-243.0,450.0
2820383050509091200,-142508.0,-70.0,842.0
3817504856970457984,-142340.0,-57.0,950.0
2910017987185278208,-142335.0,43.0,896.0
5711945284057665024,-142287.0,241.0,409.0
155563170002149376,-142211.0,-34.0,575.0
5778361180846503808,-142158.0,-225.0,185.0
5461994302138361728,-141925.0,-174.0,124.0
6270294846458555904,-141914.0,133.0,343.0
4457433646679393920,-141908.0,41.0,314.0
4979829419379175424,-141605.0,14.0,691.0
4577414314012930432,-141565.0,319.0,245.0
6714785444329261824,-140713.0,-171.0,783.0
5783102618581820672,-140426.0,-64.0,722.0
5922740183014323712,-140361.0,-187.0,71.0
5740259082851208448,-140266.0,184.0,456.0
6123522551095369984,-140000.0,228.0,573.0
3719179552187828992,-139698.0,157.0,67.0
4684887796049649152,-139492.0,-77.0,44.0
6448731049477679232,-139365.0,6.0,648.0
4982010850448460160,-139333.0,272.0,738.0
5271444195402177792,-139314.0,9.0,212.0
2637229805166811776,-139256.0,359.0,829.0
1954762181896413440,-139237.0,-139.0,469.0
3663401533469020928,-139155.0,331.0,879.0
949914244660427136,-139054.0,-360.0,383.0
2294689803780324224,-138630.0,43.0,924.0
4815928553920831104,-138551.0,50.0,785.0
3843005555275341184,-138507.0,-88.0,725.0
1354588296672698368,-138497.0,194.0,245.0
6036031421587886592,-138443.0,6.0,113.0
4014556788279733888,-138422.0,-10.0,573.0
5911265095536472192,-138243.0,-223.0,475.0
4610336612720166400,-138104.0,4.0,590.0
1950316959468001536,-137825.0,73.0,501.0
2621577222057910528,-137770.0,-93.0,668.0
6216799276440663040,-137548.0,137.0,430.0
4376844941923713664,-137248.0,347.0,672.0
5503651877136891392,-137020.0,-246.0,497.0
3945591467616528640,-136493.0,153.0,720.0
6841461141035211136,-136448.0,47.0,591.0
1367619158729928448,-136374.0,394.0,372.0
6319272660636680576,-136323.0,147.0,808.0
5192869555426621056,-135935.0,-47.0,349.0
34113623857898880,-135829.0,98.0,26.0
4980786956566685824,-135788.0,-117.0,409.0
3693492005626229376,-135631.0,374.0,377.0
4912943996757389056,-135571.0,-39.0,701.0
1657236397000892544,-135445.0,365.0,448.0
4418080922928046208,-135440.0,279.0,276.0
3498218293856151040,-135357.0,200.0,283.0
4520394362575662720,-135216.0,300.0,51.0
1497236186481686016,-135091.0,231.0,774.0
2223973442129066112,-135020.0,19.0,116.0
787901618627398528,-134897.0,199.0,749.0
4463215531652547712,-134139.0,94.0,250.0
991376621985575552,-134026.0,-214.0,405.0
3595105987186653056,-133435.0,123.0,293.0
5742262633555304064,-133181.0,117.0,593.0
3207643827634325504,-133179.0,194.0,163.0
6776677091294310912,-133021.0,154.0,214.0
1521437158962647168,-132902.0,279.0,468.0
6137933300244848384,-132817.0,239.0,91.0
3504228735513593600,-132339.0,37.0,118.0
6298671317425249024,-131759.0,48.0,431.0
5823233590426089856,-131376.0,59.0,620.0
3994645453038686464,-131246.0,145.0,152.0
6671545431578564480,-130572.0,91.0,89.0
6651554214243556736,-130312.0,-16.0,400.0
6095713359414735616,-130308.0,71.0,162.0
3412476521697249664,-130097.0,169.0,310.0
5360400630327427072,-129839.0,218.0,675.0
5838890739074390400,-129731.0,245.0,715.0
4349067051955689344,-129009.0,127.0,109.0
4702824335391710848,-128987.0,306.0,392.0
2073436560710142976,-125849.0,132.0,370.0
5508253367659073408,-118380.0,409.0,330.0
